
0:	learn: 54.2681490	test: 49.7051477	best: 49.7051477 (0)	total: 53.5ms	remaining: 17m 50s
5717:	learn: 13.5856738	test: 37.4274666	best: 37.4133223 (5689)	total: 9.9s	remaining: 24.7s
5718:	learn: 13.5845334	test: 37.4298813	best: 37.4133223 (5689)	total: 9.9s	remaining: 24.7s
5719:	learn: 13.5836653	test: 37.4302051	best: 37.4133223 (5689)	total: 9.9s	remaining: 24.7s
5720:	learn: 13.5832334	test: 37.4305071	best: 37.4133223 (5689)	total: 9.9s	remaining: 24.7s
5721:	learn: 13.5821983	test: 37.4313843	best: 37.4133223 (5689)	total: 9.9s	remaining: 24.7s
5722:	learn: 13.5809359	test: 37.4312045	best: 37.4133223 (5689)	total: 9.9s	remaining: 24.7s
5723:	learn: 13.5807379	test: 37.4351706	best: 37.4133223 (5689)	total: 9.91s	remaining: 24.7s
5724:	learn: 13.5796290	test: 37.4413603	best: 37.4133223 (5689)	total: 9.91s	remaining: 24.7s
5725:	learn: 13.5785694	test: 37.4437196	best: 37.4133223 (5689)	total: 9.91s	remaining: 24.7s
5726:	learn: 13.5778190	test: 37.4439192	best: 37.4133223 (5689)	total: 9.91s	remaining: 24.7s
5727:	learn: 13.5768235	test: 37.4441502	best: 37.4133223 (5689)	total: 9.91s	remaining: 24.7s
5728:	learn: 13.5753915	test: 37.4439970	best: 37.4133223 (5689)	total: 9.91s	remaining: 24.7s
5729:	learn: 13.5742851	test: 37.4436444	best: 37.4133223 (5689)	total: 9.92s	remaining: 24.7s
5730:	learn: 13.5730951	test: 37.4205163	best: 37.4133223 (5689)	total: 9.92s	remaining: 24.7s
5731:	learn: 13.5715772	test: 37.4204741	best: 37.4133223 (5689)	total: 9.92s	remaining: 24.7s
5732:	learn: 13.5695636	test: 37.4204238	best: 37.4133223 (5689)	total: 9.92s	remaining: 24.7s
5733:	learn: 13.5687530	test: 37.4214330	best: 37.4133223 (5689)	total: 9.92s	remaining: 24.7s
5734:	learn: 13.5673236	test: 37.4214181	best: 37.4133223 (5689)	total: 9.93s	remaining: 24.7s
5735:	learn: 13.5663156	test: 37.4217762	best: 37.4133223 (5689)	total: 9.93s	remaining: 24.7s
5736:	learn: 13.5656665	test: 37.4218212	best: 37.4133223 (5689)	total: 9.93s	remaining: 24.7s
5737:	learn: 13.5647693	test: 37.4217124	best: 37.4133223 (5689)	total: 9.93s	remaining: 24.7s
5738:	learn: 13.5642897	test: 37.4227553	best: 37.4133223 (5689)	total: 9.93s	remaining: 24.7s
5739:	learn: 13.5630964	test: 37.4213198	best: 37.4133223 (5689)	total: 9.93s	remaining: 24.7s
5740:	learn: 13.5620147	test: 37.4212813	best: 37.4133223 (5689)	total: 9.94s	remaining: 24.7s
5741:	learn: 13.5609879	test: 37.4214244	best: 37.4133223 (5689)	total: 9.94s	remaining: 24.7s
5742:	learn: 13.5606010	test: 37.4214750	best: 37.4133223 (5689)	total: 9.94s	remaining: 24.7s
5743:	learn: 13.5595303	test: 37.4204949	best: 37.4133223 (5689)	total: 9.94s	remaining: 24.7s
5744:	learn: 13.5582465	test: 37.4204105	best: 37.4133223 (5689)	total: 9.94s	remaining: 24.7s
5745:	learn: 13.5565766	test: 37.4211703	best: 37.4133223 (5689)	total: 9.95s	remaining: 24.7s
5746:	learn: 13.5562265	test: 37.4204888	best: 37.4133223 (5689)	total: 9.95s	remaining: 24.7s
5747:	learn: 13.5557076	test: 37.4223620	best: 37.4133223 (5689)	total: 9.95s	remaining: 24.7s
5748:	learn: 13.5539034	test: 37.4232396	best: 37.4133223 (5689)	total: 9.95s	remaining: 24.7s
5749:	learn: 13.5532324	test: 37.4205075	best: 37.4133223 (5689)	total: 9.95s	remaining: 24.7s
5750:	learn: 13.5525171	test: 37.4203858	best: 37.4133223 (5689)	total: 9.95s	remaining: 24.7s
5751:	learn: 13.5514750	test: 37.4195638	best: 37.4133223 (5689)	total: 9.96s	remaining: 24.7s
5752:	learn: 13.5504183	test: 37.4195016	best: 37.4133223 (5689)	total: 9.96s	remaining: 24.7s
5753:	learn: 13.5491049	test: 37.4190297	best: 37.4133223 (5689)	total: 9.96s	remaining: 24.7s
5754:	learn: 13.5478148	test: 37.4204982	best: 37.4133223 (5689)	total: 9.96s	remaining: 24.7s
5755:	learn: 13.5475391	test: 37.4205687	best: 37.4133223 (5689)	total: 9.96s	remaining: 24.7s
5756:	learn: 13.5469093	test: 37.4206227	best: 37.4133223 (5689)	total: 9.96s	remaining: 24.7s
5757:	learn: 13.5453175	test: 37.4217700	best: 37.4133223 (5689)	total: 9.97s	remaining: 24.7s
5758:	learn: 13.5447375	test: 37.4217972	best: 37.4133223 (5689)	total: 9.97s	remaining: 24.6s
5759:	learn: 13.5429980	test: 37.4221385	best: 37.4133223 (5689)	total: 9.97s	remaining: 24.6s
5760:	learn: 13.5427327	test: 37.4229359	best: 37.4133223 (5689)	total: 9.97s	remaining: 24.6s
5761:	learn: 13.5423548	test: 37.4230961	best: 37.4133223 (5689)	total: 9.97s	remaining: 24.6s
5762:	learn: 13.5412862	test: 37.4224619	best: 37.4133223 (5689)	total: 9.97s	remaining: 24.6s
5763:	learn: 13.5411741	test: 37.4227302	best: 37.4133223 (5689)	total: 9.98s	remaining: 24.6s
5764:	learn: 13.5405823	test: 37.4224995	best: 37.4133223 (5689)	total: 9.98s	remaining: 24.6s
5765:	learn: 13.5400819	test: 37.4224095	best: 37.4133223 (5689)	total: 9.98s	remaining: 24.6s
5766:	learn: 13.5398603	test: 37.4220360	best: 37.4133223 (5689)	total: 9.98s	remaining: 24.6s
5767:	learn: 13.5386917	test: 37.4217859	best: 37.4133223 (5689)	total: 9.98s	remaining: 24.6s
5768:	learn: 13.5368827	test: 37.4216437	best: 37.4133223 (5689)	total: 9.99s	remaining: 24.6s
5769:	learn: 13.5352484	test: 37.4132656	best: 37.4132656 (5769)	total: 9.99s	remaining: 24.6s
5770:	learn: 13.5345123	test: 37.4088017	best: 37.4088017 (5770)	total: 9.99s	remaining: 24.6s
5771:	learn: 13.5326216	test: 37.4120698	best: 37.4088017 (5770)	total: 9.99s	remaining: 24.6s
5772:	learn: 13.5314675	test: 37.4107105	best: 37.4088017 (5770)	total: 9.99s	remaining: 24.6s
5773:	learn: 13.5307906	test: 37.4099831	best: 37.4088017 (5770)	total: 9.99s	remaining: 24.6s
5774:	learn: 13.5302866	test: 37.4104090	best: 37.4088017 (5770)	total: 10s	remaining: 24.6s
5775:	learn: 13.5285880	test: 37.4107459	best: 37.4088017 (5770)	total: 10s	remaining: 24.6s
5776:	learn: 13.5268525	test: 37.4031665	best: 37.4031665 (5776)	total: 10s	remaining: 24.6s
5777:	learn: 13.5256485	test: 37.4030537	best: 37.4030537 (5777)	total: 10s	remaining: 24.6s
5778:	learn: 13.5244045	test: 37.3928755	best: 37.3928755 (5778)	total: 10s	remaining: 24.6s
5779:	learn: 13.5222700	test: 37.3937768	best: 37.3928755 (5778)	total: 10s	remaining: 24.6s
5780:	learn: 13.5211632	test: 37.3931575	best: 37.3928755 (5778)	total: 10s	remaining: 24.6s
5781:	learn: 13.5204362	test: 37.3921936	best: 37.3921936 (5781)	total: 10s	remaining: 24.6s
5782:	learn: 13.5197037	test: 37.3915054	best: 37.3915054 (5782)	total: 10s	remaining: 24.6s
5783:	learn: 13.5195728	test: 37.3921601	best: 37.3915054 (5782)	total: 10s	remaining: 24.6s
5784:	learn: 13.5187449	test: 37.3920763	best: 37.3915054 (5782)	total: 10s	remaining: 24.6s
5785:	learn: 13.5180142	test: 37.3894935	best: 37.3894935 (5785)	total: 10s	remaining: 24.6s
5786:	learn: 13.5173482	test: 37.3904098	best: 37.3894935 (5785)	total: 10s	remaining: 24.6s
5787:	learn: 13.5169227	test: 37.3907385	best: 37.3894935 (5785)	total: 10s	remaining: 24.6s
5788:	learn: 13.5157633	test: 37.3912514	best: 37.3894935 (5785)	total: 10s	remaining: 24.6s
5789:	learn: 13.5149207	test: 37.3914796	best: 37.3894935 (5785)	total: 10s	remaining: 24.6s
5790:	learn: 13.5147690	test: 37.3918952	best: 37.3894935 (5785)	total: 10s	remaining: 24.6s
5791:	learn: 13.5140979	test: 37.3920854	best: 37.3894935 (5785)	total: 10s	remaining: 24.6s
5792:	learn: 13.5128560	test: 37.3916909	best: 37.3894935 (5785)	total: 10s	remaining: 24.6s
5793:	learn: 13.5120898	test: 37.3894144	best: 37.3894144 (5793)	total: 10s	remaining: 24.6s
5794:	learn: 13.5105575	test: 37.3881351	best: 37.3881351 (5794)	total: 10s	remaining: 24.6s
5795:	learn: 13.5094727	test: 37.3886879	best: 37.3881351 (5794)	total: 10s	remaining: 24.6s
5796:	learn: 13.5083161	test: 37.3884417	best: 37.3881351 (5794)	total: 10s	remaining: 24.6s
5797:	learn: 13.5078107	test: 37.3868650	best: 37.3868650 (5797)	total: 10s	remaining: 24.6s
5798:	learn: 13.5071784	test: 37.3924623	best: 37.3868650 (5797)	total: 10s	remaining: 24.6s
5799:	learn: 13.5064157	test: 37.3928012	best: 37.3868650 (5797)	total: 10s	remaining: 24.6s
5800:	learn: 13.5059612	test: 37.3932015	best: 37.3868650 (5797)	total: 10s	remaining: 24.6s
5801:	learn: 13.5046580	test: 37.3927456	best: 37.3868650 (5797)	total: 10s	remaining: 24.6s
5802:	learn: 13.5032921	test: 37.3927661	best: 37.3868650 (5797)	total: 10s	remaining: 24.6s
5803:	learn: 13.5013267	test: 37.3875124	best: 37.3868650 (5797)	total: 10s	remaining: 24.6s
5804:	learn: 13.5007623	test: 37.3884779	best: 37.3868650 (5797)	total: 10s	remaining: 24.6s
5805:	learn: 13.4999422	test: 37.3890478	best: 37.3868650 (5797)	total: 10s	remaining: 24.6s
5806:	learn: 13.4993497	test: 37.3888311	best: 37.3868650 (5797)	total: 10.1s	remaining: 24.6s
5807:	learn: 13.4977398	test: 37.3877816	best: 37.3868650 (5797)	total: 10.1s	remaining: 24.6s
5808:	learn: 13.4966203	test: 37.3884128	best: 37.3868650 (5797)	total: 10.1s	remaining: 24.6s
5809:	learn: 13.4952829	test: 37.3878825	best: 37.3868650 (5797)	total: 10.1s	remaining: 24.6s
5810:	learn: 13.4936644	test: 37.3823210	best: 37.3823210 (5810)	total: 10.1s	remaining: 24.6s
5811:	learn: 13.4930447	test: 37.3816845	best: 37.3816845 (5811)	total: 10.1s	remaining: 24.6s
5812:	learn: 13.4916094	test: 37.3820608	best: 37.3816845 (5811)	total: 10.1s	remaining: 24.6s
5813:	learn: 13.4904065	test: 37.3833766	best: 37.3816845 (5811)	total: 10.1s	remaining: 24.6s
5814:	learn: 13.4898496	test: 37.3831108	best: 37.3816845 (5811)	total: 10.1s	remaining: 24.6s
5815:	learn: 13.4889888	test: 37.3829535	best: 37.3816845 (5811)	total: 10.1s	remaining: 24.6s
5816:	learn: 13.4874141	test: 37.3819263	best: 37.3816845 (5811)	total: 10.1s	remaining: 24.6s
5817:	learn: 13.4867447	test: 37.3749263	best: 37.3749263 (5817)	total: 10.1s	remaining: 24.5s
5818:	learn: 13.4862148	test: 37.3746798	best: 37.3746798 (5818)	total: 10.1s	remaining: 24.5s
5819:	learn: 13.4842475	test: 37.3683562	best: 37.3683562 (5819)	total: 10.1s	remaining: 24.5s
5820:	learn: 13.4831503	test: 37.3680058	best: 37.3680058 (5820)	total: 10.1s	remaining: 24.5s
5821:	learn: 13.4816088	test: 37.3682541	best: 37.3680058 (5820)	total: 10.1s	remaining: 24.5s
5822:	learn: 13.4805007	test: 37.3657372	best: 37.3657372 (5822)	total: 10.1s	remaining: 24.5s
5823:	learn: 13.4796890	test: 37.3659101	best: 37.3657372 (5822)	total: 10.1s	remaining: 24.5s
5824:	learn: 13.4793452	test: 37.3657357	best: 37.3657357 (5824)	total: 10.1s	remaining: 24.5s
5825:	learn: 13.4789407	test: 37.3659423	best: 37.3657357 (5824)	total: 10.1s	remaining: 24.5s
5826:	learn: 13.4781724	test: 37.3632614	best: 37.3632614 (5826)	total: 10.1s	remaining: 24.5s
5827:	learn: 13.4770314	test: 37.3636948	best: 37.3632614 (5826)	total: 10.1s	remaining: 24.5s
5828:	learn: 13.4753964	test: 37.3674396	best: 37.3632614 (5826)	total: 10.1s	remaining: 24.5s
5829:	learn: 13.4732222	test: 37.3752673	best: 37.3632614 (5826)	total: 10.1s	remaining: 24.5s
5830:	learn: 13.4723244	test: 37.3758491	best: 37.3632614 (5826)	total: 10.1s	remaining: 24.5s
5831:	learn: 13.4714112	test: 37.3759864	best: 37.3632614 (5826)	total: 10.1s	remaining: 24.5s
5832:	learn: 13.4710083	test: 37.3768161	best: 37.3632614 (5826)	total: 10.1s	remaining: 24.5s
5833:	learn: 13.4705710	test: 37.3759183	best: 37.3632614 (5826)	total: 10.1s	remaining: 24.5s
5834:	learn: 13.4699722	test: 37.3757192	best: 37.3632614 (5826)	total: 10.1s	remaining: 24.5s
5835:	learn: 13.4695146	test: 37.3755789	best: 37.3632614 (5826)	total: 10.1s	remaining: 24.5s
5836:	learn: 13.4689057	test: 37.3755553	best: 37.3632614 (5826)	total: 10.1s	remaining: 24.5s
5837:	learn: 13.4680535	test: 37.3757768	best: 37.3632614 (5826)	total: 10.1s	remaining: 24.5s
5838:	learn: 13.4668615	test: 37.3762439	best: 37.3632614 (5826)	total: 10.1s	remaining: 24.5s
5839:	learn: 13.4666066	test: 37.3663620	best: 37.3632614 (5826)	total: 10.1s	remaining: 24.5s
5840:	learn: 13.4648944	test: 37.3628127	best: 37.3628127 (5840)	total: 10.1s	remaining: 24.5s
5841:	learn: 13.4634978	test: 37.3621637	best: 37.3621637 (5841)	total: 10.1s	remaining: 24.5s
5842:	learn: 13.4628558	test: 37.3607013	best: 37.3607013 (5842)	total: 10.1s	remaining: 24.5s
5843:	learn: 13.4620844	test: 37.3609107	best: 37.3607013 (5842)	total: 10.1s	remaining: 24.5s
5844:	learn: 13.4618777	test: 37.3621616	best: 37.3607013 (5842)	total: 10.1s	remaining: 24.5s
5845:	learn: 13.4599733	test: 37.3626555	best: 37.3607013 (5842)	total: 10.1s	remaining: 24.5s
5846:	learn: 13.4588120	test: 37.3664473	best: 37.3607013 (5842)	total: 10.1s	remaining: 24.5s
5847:	learn: 13.4572843	test: 37.3655528	best: 37.3607013 (5842)	total: 10.1s	remaining: 24.5s
5848:	learn: 13.4566844	test: 37.3673945	best: 37.3607013 (5842)	total: 10.1s	remaining: 24.5s
5849:	learn: 13.4556114	test: 37.3676265	best: 37.3607013 (5842)	total: 10.1s	remaining: 24.5s
5850:	learn: 13.4550501	test: 37.3687152	best: 37.3607013 (5842)	total: 10.1s	remaining: 24.5s
5851:	learn: 13.4531790	test: 37.3665240	best: 37.3607013 (5842)	total: 10.1s	remaining: 24.5s
5852:	learn: 13.4527532	test: 37.3666128	best: 37.3607013 (5842)	total: 10.1s	remaining: 24.5s
5853:	learn: 13.4522133	test: 37.3635409	best: 37.3607013 (5842)	total: 10.1s	remaining: 24.5s
5854:	learn: 13.4511898	test: 37.3629549	best: 37.3607013 (5842)	total: 10.1s	remaining: 24.5s
5855:	learn: 13.4493864	test: 37.3627832	best: 37.3607013 (5842)	total: 10.2s	remaining: 24.5s
5856:	learn: 13.4487548	test: 37.3617046	best: 37.3607013 (5842)	total: 10.2s	remaining: 24.5s
5857:	learn: 13.4467779	test: 37.3611507	best: 37.3607013 (5842)	total: 10.2s	remaining: 24.5s
5858:	learn: 13.4457749	test: 37.3608537	best: 37.3607013 (5842)	total: 10.2s	remaining: 24.5s
5859:	learn: 13.4449390	test: 37.3613719	best: 37.3607013 (5842)	total: 10.2s	remaining: 24.5s
5860:	learn: 13.4433805	test: 37.3632474	best: 37.3607013 (5842)	total: 10.2s	remaining: 24.5s
5861:	learn: 13.4423410	test: 37.3631116	best: 37.3607013 (5842)	total: 10.2s	remaining: 24.5s
5862:	learn: 13.4409883	test: 37.3636153	best: 37.3607013 (5842)	total: 10.2s	remaining: 24.5s
5863:	learn: 13.4405122	test: 37.3628529	best: 37.3607013 (5842)	total: 10.2s	remaining: 24.5s
5864:	learn: 13.4396611	test: 37.3632052	best: 37.3607013 (5842)	total: 10.2s	remaining: 24.5s
5865:	learn: 13.4378242	test: 37.3633626	best: 37.3607013 (5842)	total: 10.2s	remaining: 24.5s
5866:	learn: 13.4375789	test: 37.3629081	best: 37.3607013 (5842)	total: 10.2s	remaining: 24.5s
5867:	learn: 13.4364524	test: 37.3563687	best: 37.3563687 (5867)	total: 10.2s	remaining: 24.5s
5868:	learn: 13.4340384	test: 37.3596443	best: 37.3563687 (5867)	total: 10.2s	remaining: 24.5s
5869:	learn: 13.4337621	test: 37.3624502	best: 37.3563687 (5867)	total: 10.2s	remaining: 24.5s
5870:	learn: 13.4316656	test: 37.3589105	best: 37.3563687 (5867)	total: 10.2s	remaining: 24.5s
5871:	learn: 13.4312012	test: 37.3563986	best: 37.3563687 (5867)	total: 10.2s	remaining: 24.5s
5872:	learn: 13.4296097	test: 37.3568094	best: 37.3563687 (5867)	total: 10.2s	remaining: 24.5s
5873:	learn: 13.4289815	test: 37.3570520	best: 37.3563687 (5867)	total: 10.2s	remaining: 24.5s
5874:	learn: 13.4281120	test: 37.3569140	best: 37.3563687 (5867)	total: 10.2s	remaining: 24.5s
5875:	learn: 13.4277378	test: 37.3540113	best: 37.3540113 (5875)	total: 10.2s	remaining: 24.5s
5876:	learn: 13.4267623	test: 37.3542277	best: 37.3540113 (5875)	total: 10.2s	remaining: 24.5s
5877:	learn: 13.4258593	test: 37.3533616	best: 37.3533616 (5877)	total: 10.2s	remaining: 24.5s
5878:	learn: 13.4251581	test: 37.3546524	best: 37.3533616 (5877)	total: 10.2s	remaining: 24.5s
5879:	learn: 13.4238269	test: 37.3545954	best: 37.3533616 (5877)	total: 10.2s	remaining: 24.5s
5880:	learn: 13.4234817	test: 37.3546357	best: 37.3533616 (5877)	total: 10.2s	remaining: 24.5s
5881:	learn: 13.4227446	test: 37.3503520	best: 37.3503520 (5881)	total: 10.2s	remaining: 24.5s
5882:	learn: 13.4215342	test: 37.3506882	best: 37.3503520 (5881)	total: 10.2s	remaining: 24.5s
5883:	learn: 13.4208481	test: 37.3504776	best: 37.3503520 (5881)	total: 10.2s	remaining: 24.5s
5884:	learn: 13.4194301	test: 37.3407581	best: 37.3407581 (5884)	total: 10.2s	remaining: 24.5s
5885:	learn: 13.4179627	test: 37.3390816	best: 37.3390816 (5885)	total: 10.2s	remaining: 24.5s
5886:	learn: 13.4175132	test: 37.3380771	best: 37.3380771 (5886)	total: 10.2s	remaining: 24.5s
5887:	learn: 13.4166185	test: 37.3383012	best: 37.3380771 (5886)	total: 10.2s	remaining: 24.5s
5888:	learn: 13.4158663	test: 37.3412012	best: 37.3380771 (5886)	total: 10.2s	remaining: 24.5s
5889:	learn: 13.4157364	test: 37.3411233	best: 37.3380771 (5886)	total: 10.2s	remaining: 24.5s
5890:	learn: 13.4145266	test: 37.3313120	best: 37.3313120 (5890)	total: 10.2s	remaining: 24.5s
5891:	learn: 13.4138031	test: 37.3305717	best: 37.3305717 (5891)	total: 10.2s	remaining: 24.5s
5892:	learn: 13.4130447	test: 37.3451432	best: 37.3305717 (5891)	total: 10.2s	remaining: 24.5s
5893:	learn: 13.4120584	test: 37.3443603	best: 37.3305717 (5891)	total: 10.2s	remaining: 24.5s
5894:	learn: 13.4113522	test: 37.3450056	best: 37.3305717 (5891)	total: 10.2s	remaining: 24.5s
5895:	learn: 13.4106190	test: 37.3451788	best: 37.3305717 (5891)	total: 10.2s	remaining: 24.5s
5896:	learn: 13.4085010	test: 37.3429704	best: 37.3305717 (5891)	total: 10.2s	remaining: 24.5s
5897:	learn: 13.4074223	test: 37.3429578	best: 37.3305717 (5891)	total: 10.2s	remaining: 24.5s
5898:	learn: 13.4056719	test: 37.3425626	best: 37.3305717 (5891)	total: 10.2s	remaining: 24.5s
5899:	learn: 13.4043915	test: 37.3425787	best: 37.3305717 (5891)	total: 10.2s	remaining: 24.5s
5900:	learn: 13.4029513	test: 37.3495900	best: 37.3305717 (5891)	total: 10.2s	remaining: 24.5s
5901:	learn: 13.4020992	test: 37.3498545	best: 37.3305717 (5891)	total: 10.2s	remaining: 24.5s
5902:	learn: 13.4010862	test: 37.3498772	best: 37.3305717 (5891)	total: 10.2s	remaining: 24.5s
5903:	learn: 13.4003061	test: 37.3490416	best: 37.3305717 (5891)	total: 10.2s	remaining: 24.5s
5904:	learn: 13.3989160	test: 37.3488532	best: 37.3305717 (5891)	total: 10.2s	remaining: 24.5s
5905:	learn: 13.3983479	test: 37.3491643	best: 37.3305717 (5891)	total: 10.2s	remaining: 24.4s
5906:	learn: 13.3979887	test: 37.3485349	best: 37.3305717 (5891)	total: 10.2s	remaining: 24.4s
5907:	learn: 13.3972924	test: 37.3473524	best: 37.3305717 (5891)	total: 10.2s	remaining: 24.4s
5908:	learn: 13.3960041	test: 37.3341883	best: 37.3305717 (5891)	total: 10.3s	remaining: 24.4s
5909:	learn: 13.3946331	test: 37.3347435	best: 37.3305717 (5891)	total: 10.3s	remaining: 24.4s
5910:	learn: 13.3928525	test: 37.3348124	best: 37.3305717 (5891)	total: 10.3s	remaining: 24.4s
5911:	learn: 13.3913601	test: 37.3347491	best: 37.3305717 (5891)	total: 10.3s	remaining: 24.4s
5912:	learn: 13.3896221	test: 37.3271426	best: 37.3271426 (5912)	total: 10.3s	remaining: 24.4s
5913:	learn: 13.3885153	test: 37.3287283	best: 37.3271426 (5912)	total: 10.3s	remaining: 24.4s
5914:	learn: 13.3870050	test: 37.3308161	best: 37.3271426 (5912)	total: 10.3s	remaining: 24.4s
5915:	learn: 13.3850207	test: 37.3273964	best: 37.3271426 (5912)	total: 10.3s	remaining: 24.4s
5916:	learn: 13.3839787	test: 37.3293380	best: 37.3271426 (5912)	total: 10.3s	remaining: 24.4s
5917:	learn: 13.3831258	test: 37.3292266	best: 37.3271426 (5912)	total: 10.3s	remaining: 24.4s
5918:	learn: 13.3826804	test: 37.3293170	best: 37.3271426 (5912)	total: 10.3s	remaining: 24.4s
5919:	learn: 13.3821025	test: 37.3292381	best: 37.3271426 (5912)	total: 10.3s	remaining: 24.4s
5920:	learn: 13.3803558	test: 37.3279730	best: 37.3271426 (5912)	total: 10.3s	remaining: 24.4s
5921:	learn: 13.3789609	test: 37.3283468	best: 37.3271426 (5912)	total: 10.3s	remaining: 24.4s
5922:	learn: 13.3776618	test: 37.3444093	best: 37.3271426 (5912)	total: 10.3s	remaining: 24.4s
5923:	learn: 13.3774200	test: 37.3436628	best: 37.3271426 (5912)	total: 10.3s	remaining: 24.4s
5924:	learn: 13.3760402	test: 37.3382617	best: 37.3271426 (5912)	total: 10.3s	remaining: 24.4s
5925:	learn: 13.3753382	test: 37.3372346	best: 37.3271426 (5912)	total: 10.3s	remaining: 24.4s
5926:	learn: 13.3747358	test: 37.3364732	best: 37.3271426 (5912)	total: 10.3s	remaining: 24.4s
5927:	learn: 13.3735086	test: 37.3364915	best: 37.3271426 (5912)	total: 10.3s	remaining: 24.4s
5928:	learn: 13.3716783	test: 37.3373383	best: 37.3271426 (5912)	total: 10.3s	remaining: 24.4s
5929:	learn: 13.3701610	test: 37.3363977	best: 37.3271426 (5912)	total: 10.3s	remaining: 24.4s
5930:	learn: 13.3698471	test: 37.3368940	best: 37.3271426 (5912)	total: 10.3s	remaining: 24.4s
5931:	learn: 13.3694317	test: 37.3347138	best: 37.3271426 (5912)	total: 10.3s	remaining: 24.4s
5932:	learn: 13.3689119	test: 37.3344225	best: 37.3271426 (5912)	total: 10.3s	remaining: 24.4s
5933:	learn: 13.3677848	test: 37.3334589	best: 37.3271426 (5912)	total: 10.3s	remaining: 24.4s
5934:	learn: 13.3673311	test: 37.3307129	best: 37.3271426 (5912)	total: 10.3s	remaining: 24.4s
5935:	learn: 13.3658083	test: 37.3327106	best: 37.3271426 (5912)	total: 10.3s	remaining: 24.4s
5936:	learn: 13.3652933	test: 37.3322503	best: 37.3271426 (5912)	total: 10.3s	remaining: 24.4s
5937:	learn: 13.3649900	test: 37.3331284	best: 37.3271426 (5912)	total: 10.3s	remaining: 24.4s
